sk_cliente,codigo_cliente,nome_cliente,sexo,faixa_etaria,renda_faixa,estado,cidade,bairro,canal_preferido,data_cadastro,cliente_ativo,cliente_flag
51686,CLI0051686,Gabriel Costa,Feminino,65+,4 a 8 SM,BA,Belo Horizonte,Saúde,Site,2022-08-29,1,True
51687,CLI0051687,Helena Almeida,Masculino,65+,8 a 12 SM,GO,Campinas,Morumbi,WhatsApp,2022-09-09,1,True
51688,CLI0051688,Igor Ribeiro,Feminino,18-24,12 a 20 SM,PE,Curitiba,Perdizes,Loja Física,2022-09-20,1,True
51689,CLI0051689,Juliana Carvalho,Masculino,25-34,20+ SM,CE,Porto Alegre,Bela Vista,App,2022-10-01,1,True
51690,CLI0051690,Karina Gomes,Feminino,35-44,Até 2 SM,SP,Salvador,Centro,Site,2022-10-12,1,True
51691,CLI0051691,Lucas Martins,Masculino,45-54,2 a 4 SM,RJ,Goiânia,Jardins,WhatsApp,2022-10-23,1,True
51692,CLI0051692,Mariana Rocha,Feminino,55-64,4 a 8 SM,MG,Recife,Moema,Loja Física,2022-11-03,1,True
51693,CLI0051693,Nicolas Dias,Masculino,65+,8 a 12 SM,PR,Fortaleza,Tatuapé,App,2022-11-14,1,True
51694,CLI0051694,Patrícia Araujo,Feminino,65+,12 a 20 SM,SC,Santos,Pinheiros,Site,2022-11-25,1,True
51695,CLI0051695,Rafael Barbosa,Masculino,18-24,20+ SM,RS,Ribeirão Preto,Vila Mariana,WhatsApp,2022-12-06,1,True
51696,CLI0051696,Sabrina Moura,Feminino,25-34,Até 2 SM,BA,São Paulo,Santana,Loja Física,2022-12-17,1,True
51697,CLI0051697,Thiago Freitas,Masculino,35-44,2 a 4 SM,GO,Rio de Janeiro,Ipiranga,App,2022-12-28,1,True
51698,CLI0051698,Vanessa Mendes,Feminino,45-54,4 a 8 SM,PE,Belo Horizonte,Butantã,Site,2023-01-08,1,True
51699,CLI0051699,William Teixeira,Masculino,55-64,8 a 12 SM,CE,Campinas,Lapa,WhatsApp,2023-01-19,1,True
51700,CLI0051700,Ana Silva,Feminino,65+,12 a 20 SM,SP,Curitiba,Liberdade,Loja Física,2023-01-30,1,True
51701,CLI0051701,Bruno Souza,Masculino,65+,20+ SM,RJ,Porto Alegre,Saúde,App,2023-02-10,1,True
51702,CLI0051702,Carlos Oliveira,Feminino,18-24,Até 2 SM,MG,Salvador,Morumbi,Site,2023-02-21,1,True
51703,CLI0051703,Daniela Santos,Masculino,25-34,2 a 4 SM,PR,Goiânia,Perdizes,WhatsApp,2023-03-04,1,True
51704,CLI0051704,Eduardo Pereira,Feminino,35-44,4 a 8 SM,SC,Recife,Bela Vista,Loja Física,2023-03-15,0,0
51705,CLI0051705,Fernanda Lima,Masculino,45-54,8 a 12 SM,RS,Fortaleza,Centro,App,2023-03-26,1,True
51706,CLI0051706,Gabriel Costa,Feminino,55-64,12 a 20 SM,BA,Santos,Jardins,Site,2023-04-06,1,True
51707,CLI0051707,Helena Almeida,Masculino,65+,20+ SM,GO,Ribeirão Preto,Moema,WhatsApp,2023-04-17,1,True
51708,CLI0051708,Igor Ribeiro,Feminino,65+,Até 2 SM,PE,São Paulo,Tatuapé,Loja Física,2023-04-28,1,True
51709,CLI0051709,Juliana Carvalho,Masculino,18-24,2 a 4 SM,CE,Rio de Janeiro,Pinheiros,App,2023-05-09,1,True
51710,CLI0051710,Karina Gomes,Feminino,25-34,4 a 8 SM,SP,Belo Horizonte,Vila Mariana,Site,2023-05-20,1,True
51711,CLI0051711,Lucas Martins,Masculino,35-44,8 a 12 SM,RJ,Campinas,Santana,WhatsApp,2023-05-31,1,True
51712,CLI0051712,Mariana Rocha,Feminino,45-54,12 a 20 SM,MG,Curitiba,Ipiranga,Loja Física,2023-06-11,1,True
51713,CLI0051713,Nicolas Dias,Masculino,55-64,20+ SM,PR,Porto Alegre,Butantã,App,2023-06-22,1,True
51714,CLI0051714,Patrícia Araujo,Feminino,65+,Até 2 SM,SC,Salvador,Lapa,Site,2023-07-03,1,True
51715,CLI0051715,Rafael Barbosa,Masculino,65+,2 a 4 SM,RS,Goiânia,Liberdade,WhatsApp,2023-07-14,1,True
51716,CLI0051716,Sabrina Moura,Feminino,18-24,4 a 8 SM,BA,Recife,Saúde,Loja Física,2023-07-25,1,True
51717,CLI0051717,Thiago Freitas,Masculino,25-34,8 a 12 SM,GO,Fortaleza,Morumbi,App,2023-08-05,1,True
51718,CLI0051718,Vanessa Mendes,Feminino,35-44,12 a 20 SM,PE,Santos,Perdizes,Site,2023-08-16,1,True
51719,CLI0051719,William Teixeira,Masculino,45-54,20+ SM,CE,Ribeirão Preto,Bela Vista,WhatsApp,2023-08-27,1,True
51720,CLI0051720,Ana Silva,Feminino,55-64,Até 2 SM,SP,São Paulo,Centro,Loja Física,2023-09-07,1,True
51721,CLI0051721,Bruno Souza,Masculino,65+,2 a 4 SM,RJ,Rio de Janeiro,Jardins,App,2023-09-18,1,True
51722,CLI0051722,Carlos Oliveira,Feminino,65+,4 a 8 SM,MG,Belo Horizonte,Moema,Site,2023-09-29,1,True
51723,CLI0051723,Daniela Santos,Masculino,18-24,8 a 12 SM,PR,Campinas,Tatuapé,WhatsApp,2023-10-10,1,True
51724,CLI0051724,Eduardo Pereira,Feminino,25-34,12 a 20 SM,SC,Curitiba,Pinheiros,Loja Física,2023-10-21,1,True
51725,CLI0051725,Fernanda Lima,Masculino,35-44,20+ SM,RS,Porto Alegre,Vila Mariana,App,2023-11-01,1,True
51726,CLI0051726,Gabriel Costa,Feminino,45-54,Até 2 SM,BA,Salvador,Santana,Site,2023-11-12,1,True
51727,CLI0051727,Helena Almeida,Masculino,55-64,2 a 4 SM,GO,Goiânia,Ipiranga,WhatsApp,2023-11-23,0,0
51728,CLI0051728,Igor Ribeiro,Feminino,65+,4 a 8 SM,PE,Recife,Butantã,Loja Física,2023-12-04,1,True
51729,CLI0051729,Juliana Carvalho,Masculino,65+,8 a 12 SM,CE,Fortaleza,Lapa,App,2023-12-15,1,True
51730,CLI0051730,Karina Gomes,Feminino,18-24,12 a 20 SM,SP,Santos,Liberdade,Site,2023-12-26,1,True
51731,CLI0051731,Lucas Martins,Masculino,25-34,20+ SM,RJ,Ribeirão Preto,Saúde,WhatsApp,2024-01-06,1,True
51732,CLI0051732,Mariana Rocha,Feminino,35-44,Até 2 SM,MG,São Paulo,Morumbi,Loja Física,2024-01-17,1,True
51733,CLI0051733,Nicolas Dias,Masculino,45-54,2 a 4 SM,PR,Rio de Janeiro,Perdizes,App,2024-01-28,1,True
51734,CLI0051734,Patrícia Araujo,Feminino,55-64,4 a 8 SM,SC,Belo Horizonte,Bela Vista,Site,2024-02-08,1,True
51735,CLI0051735,Rafael Barbosa,Masculino,65+,8 a 12 SM,RS,Campinas,Centro,WhatsApp,2024-02-19,1,True
51736,CLI0051736,Sabrina Moura,Feminino,65+,12 a 20 SM,BA,Curitiba,Jardins,Loja Física,2024-03-01,1,True
51737,CLI0051737,Thiago Freitas,Masculino,18-24,20+ SM,GO,Porto Alegre,Moema,App,2024-03-12,1,True
51738,CLI0051738,Vanessa Mendes,Feminino,25-34,Até 2 SM,PE,Salvador,Tatuapé,Site,2024-03-23,1,True
51739,CLI0051739,William Teixeira,Masculino,35-44,2 a 4 SM,CE,Goiânia,Pinheiros,WhatsApp,2024-04-03,1,True
51740,CLI0051740,Ana Silva,Feminino,45-54,4 a 8 SM,SP,Recife,Vila Mariana,Loja Física,2024-04-14,1,True
51741,CLI0051741,Bruno Souza,Masculino,55-64,8 a 12 SM,RJ,Fortaleza,Santana,App,2024-04-25,1,True
51742,CLI0051742,Carlos Oliveira,Feminino,65+,12 a 20 SM,MG,Santos,Ipiranga,Site,2024-05-06,1,True
51743,CLI0051743,Daniela Santos,Masculino,65+,20+ SM,PR,Ribeirão Preto,Butantã,WhatsApp,2024-05-17,1,True
51744,CLI0051744,Eduardo Pereira,Feminino,18-24,Até 2 SM,SC,São Paulo,Lapa,Loja Física,2024-05-28,1,True
51745,CLI0051745,Fernanda Lima,Masculino,25-34,2 a 4 SM,RS,Rio de Janeiro,Liberdade,App,2024-06-08,1,True
51746,CLI0051746,Gabriel Costa,Feminino,35-44,4 a 8 SM,BA,Belo Horizonte,Saúde,Site,2024-06-19,1,True
51747,CLI0051747,Helena Almeida,Masculino,45-54,8 a 12 SM,GO,Campinas,Morumbi,WhatsApp,2024-06-30,1,True
51748,CLI0051748,Igor Ribeiro,Feminino,55-64,12 a 20 SM,PE,Curitiba,Perdizes,Loja Física,2024-07-11,1,True
51749,CLI0051749,Juliana Carvalho,Masculino,65+,20+ SM,CE,Porto Alegre,Bela Vista,App,2024-07-22,1,True
51750,CLI0051750,Karina Gomes,Feminino,65+,Até 2 SM,SP,Salvador,Centro,Site,2024-08-02,0,0
51751,CLI0051751,Lucas Martins,Masculino,18-24,2 a 4 SM,RJ,Goiânia,Jardins,WhatsApp,2024-08-13,1,True
51752,CLI0051752,Mariana Rocha,Feminino,25-34,4 a 8 SM,MG,Recife,Moema,Loja Física,2024-08-24,1,True
51753,CLI0051753,Nicolas Dias,Masculino,35-44,8 a 12 SM,PR,Fortaleza,Tatuapé,App,2024-09-04,1,True
51754,CLI0051754,Patrícia Araujo,Feminino,45-54,12 a 20 SM,SC,Santos,Pinheiros,Site,2024-09-15,1,True
51755,CLI0051755,Rafael Barbosa,Masculino,55-64,20+ SM,RS,Ribeirão Preto,Vila Mariana,WhatsApp,2024-09-26,1,True
51756,CLI0051756,Sabrina Moura,Feminino,65+,Até 2 SM,BA,São Paulo,Santana,Loja Física,2024-10-07,1,True
51757,CLI0051757,Thiago Freitas,Masculino,65+,2 a 4 SM,GO,Rio de Janeiro,Ipiranga,App,2024-10-18,1,True
51758,CLI0051758,Vanessa Mendes,Feminino,18-24,4 a 8 SM,PE,Belo Horizonte,Butantã,Site,2024-10-29,1,True
51759,CLI0051759,William Teixeira,Masculino,25-34,8 a 12 SM,CE,Campinas,Lapa,WhatsApp,2024-11-09,1,True
51760,CLI0051760,Ana Silva,Feminino,35-44,12 a 20 SM,SP,Curitiba,Liberdade,Loja Física,2024-11-20,1,True
51761,CLI0051761,Bruno Souza,Masculino,45-54,20+ SM,RJ,Porto Alegre,Saúde,App,2024-12-01,1,True
51762,CLI0051762,Carlos Oliveira,Feminino,55-64,Até 2 SM,MG,Salvador,Morumbi,Site,2024-12-12,1,True
51763,CLI0051763,Daniela Santos,Masculino,65+,2 a 4 SM,PR,Goiânia,Perdizes,WhatsApp,2024-12-23,1,True
51764,CLI0051764,Eduardo Pereira,Feminino,65+,4 a 8 SM,SC,Recife,Bela Vista,Loja Física,2025-01-03,1,True
51765,CLI0051765,Fernanda Lima,Masculino,18-24,8 a 12 SM,RS,Fortaleza,Centro,App,2025-01-14,1,True
51766,CLI0051766,Gabriel Costa,Feminino,25-34,12 a 20 SM,BA,Santos,Jardins,Site,2025-01-25,1,True
51767,CLI0051767,Helena Almeida,Masculino,35-44,20+ SM,GO,Ribeirão Preto,Moema,WhatsApp,2025-02-05,1,True
51768,CLI0051768,Igor Ribeiro,Feminino,45-54,Até 2 SM,PE,São Paulo,Tatuapé,Loja Física,2025-02-16,1,True
51769,CLI0051769,Juliana Carvalho,Masculino,55-64,2 a 4 SM,CE,Rio de Janeiro,Pinheiros,App,2025-02-27,1,True
51770,CLI0051770,Karina Gomes,Feminino,65+,4 a 8 SM,SP,Belo Horizonte,Vila Mariana,Site,2025-03-10,1,True
51771,CLI0051771,Lucas Martins,Masculino,65+,8 a 12 SM,RJ,Campinas,Santana,WhatsApp,2025-03-21,1,True
51772,CLI0051772,Mariana Rocha,Feminino,18-24,12 a 20 SM,MG,Curitiba,Ipiranga,Loja Física,2025-04-01,1,True
51773,CLI0051773,Nicolas Dias,Masculino,25-34,20+ SM,PR,Porto Alegre,Butantã,App,2025-04-12,0,0
51774,CLI0051774,Patrícia Araujo,Feminino,35-44,Até 2 SM,SC,Salvador,Lapa,Site,2025-04-23,1,True
51775,CLI0051775,Rafael Barbosa,Masculino,45-54,2 a 4 SM,RS,Goiânia,Liberdade,WhatsApp,2025-05-04,1,True
51776,CLI0051776,Sabrina Moura,Feminino,55-64,4 a 8 SM,BA,Recife,Saúde,Loja Física,2025-05-15,1,True
51777,CLI0051777,Thiago Freitas,Masculino,65+,8 a 12 SM,GO,Fortaleza,Morumbi,App,2025-05-26,1,True
51778,CLI0051778,Vanessa Mendes,Feminino,65+,12 a 20 SM,PE,Santos,Perdizes,Site,2025-06-06,1,True
51779,CLI0051779,William Teixeira,Masculino,18-24,20+ SM,CE,Ribeirão Preto,Bela Vista,WhatsApp,2025-06-17,1,True
51780,CLI0051780,Ana Silva,Feminino,25-34,Até 2 SM,SP,São Paulo,Centro,Loja Física,2025-06-28,1,True
51781,CLI0051781,Bruno Souza,Masculino,35-44,2 a 4 SM,RJ,Rio de Janeiro,Jardins,App,2025-07-09,1,True
51782,CLI0051782,Carlos Oliveira,Feminino,45-54,4 a 8 SM,MG,Belo Horizonte,Moema,Site,2025-07-20,1,True
51783,CLI0051783,Daniela Santos,Masculino,55-64,8 a 12 SM,PR,Campinas,Tatuapé,WhatsApp,2025-07-31,1,True
51784,CLI0051784,Eduardo Pereira,Feminino,65+,12 a 20 SM,SC,Curitiba,Pinheiros,Loja Física,2025-08-11,1,True
51785,CLI0051785,Fernanda Lima,Masculino,65+,20+ SM,RS,Porto Alegre,Vila Mariana,App,2025-08-22,1,True
51786,CLI0051786,Gabriel Costa,Feminino,18-24,Até 2 SM,BA,Salvador,Santana,Site,2025-09-02,1,True
51787,CLI0051787,Helena Almeida,Masculino,25-34,2 a 4 SM,GO,Goiânia,Ipiranga,WhatsApp,2025-09-13,1,True
51788,CLI0051788,Igor Ribeiro,Feminino,35-44,4 a 8 SM,PE,Recife,Butantã,Loja Física,2025-09-24,1,True
51789,CLI0051789,Juliana Carvalho,Masculino,45-54,8 a 12 SM,CE,Fortaleza,Lapa,App,2025-10-05,1,True
51790,CLI0051790,Karina Gomes,Feminino,55-64,12 a 20 SM,SP,Santos,Liberdade,Site,2025-10-16,1,True
51791,CLI0051791,Lucas Martins,Masculino,65+,20+ SM,RJ,Ribeirão Preto,Saúde,WhatsApp,2025-10-27,1,True
51792,CLI0051792,Mariana Rocha,Feminino,65+,Até 2 SM,MG,São Paulo,Morumbi,Loja Física,2025-11-07,1,True
51793,CLI0051793,Nicolas Dias,Masculino,18-24,2 a 4 SM,PR,Rio de Janeiro,Perdizes,App,2025-11-18,1,True
51794,CLI0051794,Patrícia Araujo,Feminino,25-34,4 a 8 SM,SC,Belo Horizonte,Bela Vista,Site,2025-11-29,1,True
51795,CLI0051795,Rafael Barbosa,Masculino,35-44,8 a 12 SM,RS,Campinas,Centro,WhatsApp,2025-12-10,1,True
51796,CLI0051796,Sabrina Moura,Feminino,45-54,12 a 20 SM,BA,Curitiba,Jardins,Loja Física,2025-12-21,0,0
51797,CLI0051797,Thiago Freitas,Masculino,55-64,20+ SM,GO,Porto Alegre,Moema,App,2019-01-03,1,True
51798,CLI0051798,Vanessa Mendes,Feminino,65+,Até 2 SM,PE,Salvador,Tatuapé,Site,2019-01-14,1,True
51799,CLI0051799,William Teixeira,Masculino,65+,2 a 4 SM,CE,Goiânia,Pinheiros,WhatsApp,2019-01-25,1,True
51800,CLI0051800,Ana Silva,Feminino,18-24,4 a 8 SM,SP,Recife,Vila Mariana,Loja Física,2019-02-05,1,True
51801,CLI0051801,Bruno Souza,Masculino,25-34,8 a 12 SM,RJ,Fortaleza,Santana,App,2019-02-16,1,True
51802,CLI0051802,Carlos Oliveira,Feminino,35-44,12 a 20 SM,MG,Santos,Ipiranga,Site,2019-02-27,1,True
51803,CLI0051803,Daniela Santos,Masculino,45-54,20+ SM,PR,Ribeirão Preto,Butantã,WhatsApp,2019-03-10,1,True
51804,CLI0051804,Eduardo Pereira,Feminino,55-64,Até 2 SM,SC,São Paulo,Lapa,Loja Física,2019-03-21,1,True
51805,CLI0051805,Fernanda Lima,Masculino,65+,2 a 4 SM,RS,Rio de Janeiro,Liberdade,App,2019-04-01,1,True
51806,CLI0051806,Gabriel Costa,Feminino,65+,4 a 8 SM,BA,Belo Horizonte,Saúde,Site,2019-04-12,1,True
51807,CLI0051807,Helena Almeida,Masculino,18-24,8 a 12 SM,GO,Campinas,Morumbi,WhatsApp,2019-04-23,1,True
51808,CLI0051808,Igor Ribeiro,Feminino,25-34,12 a 20 SM,PE,Curitiba,Perdizes,Loja Física,2019-05-04,1,True
51809,CLI0051809,Juliana Carvalho,Masculino,35-44,20+ SM,CE,Porto Alegre,Bela Vista,App,2019-05-15,1,True
51810,CLI0051810,Karina Gomes,Feminino,45-54,Até 2 SM,SP,Salvador,Centro,Site,2019-05-26,1,True
51811,CLI0051811,Lucas Martins,Masculino,55-64,2 a 4 SM,RJ,Goiânia,Jardins,WhatsApp,2019-06-06,1,True
51812,CLI0051812,Mariana Rocha,Feminino,65+,4 a 8 SM,MG,Recife,Moema,Loja Física,2019-06-17,1,True
51813,CLI0051813,Nicolas Dias,Masculino,65+,8 a 12 SM,PR,Fortaleza,Tatuapé,App,2019-06-28,1,True
51814,CLI0051814,Patrícia Araujo,Feminino,18-24,12 a 20 SM,SC,Santos,Pinheiros,Site,2019-07-09,1,True
51815,CLI0051815,Rafael Barbosa,Masculino,25-34,20+ SM,RS,Ribeirão Preto,Vila Mariana,WhatsApp,2019-07-20,1,True
51816,CLI0051816,Sabrina Moura,Feminino,35-44,Até 2 SM,BA,São Paulo,Santana,Loja Física,2019-07-31,1,True
51817,CLI0051817,Thiago Freitas,Masculino,45-54,2 a 4 SM,GO,Rio de Janeiro,Ipiranga,App,2019-08-11,1,True
51818,CLI0051818,Vanessa Mendes,Feminino,55-64,4 a 8 SM,PE,Belo Horizonte,Butantã,Site,2019-08-22,1,True
51819,CLI0051819,William Teixeira,Masculino,65+,8 a 12 SM,CE,Campinas,Lapa,WhatsApp,2019-09-02,0,0
51820,CLI0051820,Ana Silva,Feminino,65+,12 a 20 SM,SP,Curitiba,Liberdade,Loja Física,2019-09-13,1,True
51821,CLI0051821,Bruno Souza,Masculino,18-24,20+ SM,RJ,Porto Alegre,Saúde,App,2019-09-24,1,True
51822,CLI0051822,Carlos Oliveira,Feminino,25-34,Até 2 SM,MG,Salvador,Morumbi,Site,2019-10-05,1,True
51823,CLI0051823,Daniela Santos,Masculino,35-44,2 a 4 SM,PR,Goiânia,Perdizes,WhatsApp,2019-10-16,1,True
51824,CLI0051824,Eduardo Pereira,Feminino,45-54,4 a 8 SM,SC,Recife,Bela Vista,Loja Física,2019-10-27,1,True
51825,CLI0051825,Fernanda Lima,Masculino,55-64,8 a 12 SM,RS,Fortaleza,Centro,App,2019-11-07,1,True
51826,CLI0051826,Gabriel Costa,Feminino,65+,12 a 20 SM,BA,Santos,Jardins,Site,2019-11-18,1,True
51827,CLI0051827,Helena Almeida,Masculino,65+,20+ SM,GO,Ribeirão Preto,Moema,WhatsApp,2019-11-29,1,True
51828,CLI0051828,Igor Ribeiro,Feminino,18-24,Até 2 SM,PE,São Paulo,Tatuapé,Loja Física,2019-12-10,1,True
51829,CLI0051829,Juliana Carvalho,Masculino,25-34,2 a 4 SM,CE,Rio de Janeiro,Pinheiros,App,2019-12-21,1,True
51830,CLI0051830,Karina Gomes,Feminino,35-44,4 a 8 SM,SP,Belo Horizonte,Vila Mariana,Site,2020-01-01,1,True
51831,CLI0051831,Lucas Martins,Masculino,45-54,8 a 12 SM,RJ,Campinas,Santana,WhatsApp,2020-01-12,1,True
51832,CLI0051832,Mariana Rocha,Feminino,55-64,12 a 20 SM,MG,Curitiba,Ipiranga,Loja Física,2020-01-23,1,True
51833,CLI0051833,Nicolas Dias,Masculino,65+,20+ SM,PR,Porto Alegre,Butantã,App,2020-02-03,1,True
51834,CLI0051834,Patrícia Araujo,Feminino,65+,Até 2 SM,SC,Salvador,Lapa,Site,2020-02-14,1,True
51835,CLI0051835,Rafael Barbosa,Masculino,18-24,2 a 4 SM,RS,Goiânia,Liberdade,WhatsApp,2020-02-25,1,True
51836,CLI0051836,Sabrina Moura,Feminino,25-34,4 a 8 SM,BA,Recife,Saúde,Loja Física,2020-03-07,1,True
51837,CLI0051837,Thiago Freitas,Masculino,35-44,8 a 12 SM,GO,Fortaleza,Morumbi,App,2020-03-18,1,True
51838,CLI0051838,Vanessa Mendes,Feminino,45-54,12 a 20 SM,PE,Santos,Perdizes,Site,2020-03-29,1,True
51839,CLI0051839,William Teixeira,Masculino,55-64,20+ SM,CE,Ribeirão Preto,Bela Vista,WhatsApp,2020-04-09,1,True
51840,CLI0051840,Ana Silva,Feminino,65+,Até 2 SM,SP,São Paulo,Centro,Loja Física,2020-04-20,1,True
51841,CLI0051841,Bruno Souza,Masculino,65+,2 a 4 SM,RJ,Rio de Janeiro,Jardins,App,2020-05-01,1,True
51842,CLI0051842,Carlos Oliveira,Feminino,18-24,4 a 8 SM,MG,Belo Horizonte,Moema,Site,2020-05-12,0,0
51843,CLI0051843,Daniela Santos,Masculino,25-34,8 a 12 SM,PR,Campinas,Tatuapé,WhatsApp,2020-05-23,1,True
51844,CLI0051844,Eduardo Pereira,Feminino,35-44,12 a 20 SM,SC,Curitiba,Pinheiros,Loja Física,2020-06-03,1,True
51845,CLI0051845,Fernanda Lima,Masculino,45-54,20+ SM,RS,Porto Alegre,Vila Mariana,App,2020-06-14,1,True
51846,CLI0051846,Gabriel Costa,Feminino,55-64,Até 2 SM,BA,Salvador,Santana,Site,2020-06-25,1,True
51847,CLI0051847,Helena Almeida,Masculino,65+,2 a 4 SM,GO,Goiânia,Ipiranga,WhatsApp,2020-07-06,1,True
51848,CLI0051848,Igor Ribeiro,Feminino,65+,4 a 8 SM,PE,Recife,Butantã,Loja Física,2020-07-17,1,True
51849,CLI0051849,Juliana Carvalho,Masculino,18-24,8 a 12 SM,CE,Fortaleza,Lapa,App,2020-07-28,1,True
51850,CLI0051850,Karina Gomes,Feminino,25-34,12 a 20 SM,SP,Santos,Liberdade,Site,2020-08-08,1,True
51851,CLI0051851,Lucas Martins,Masculino,35-44,20+ SM,RJ,Ribeirão Preto,Saúde,WhatsApp,2020-08-19,1,True
51852,CLI0051852,Mariana Rocha,Feminino,45-54,Até 2 SM,MG,São Paulo,Morumbi,Loja Física,2020-08-30,1,True
51853,CLI0051853,Nicolas Dias,Masculino,55-64,2 a 4 SM,PR,Rio de Janeiro,Perdizes,App,2020-09-10,1,True
51854,CLI0051854,Patrícia Araujo,Feminino,65+,4 a 8 SM,SC,Belo Horizonte,Bela Vista,Site,2020-09-21,1,True
51855,CLI0051855,Rafael Barbosa,Masculino,65+,8 a 12 SM,RS,Campinas,Centro,WhatsApp,2020-10-02,1,True
51856,CLI0051856,Sabrina Moura,Feminino,18-24,12 a 20 SM,BA,Curitiba,Jardins,Loja Física,2020-10-13,1,True
51857,CLI0051857,Thiago Freitas,Masculino,25-34,20+ SM,GO,Porto Alegre,Moema,App,2020-10-24,1,True
51858,CLI0051858,Vanessa Mendes,Feminino,35-44,Até 2 SM,PE,Salvador,Tatuapé,Site,2020-11-04,1,True
51859,CLI0051859,William Teixeira,Masculino,45-54,2 a 4 SM,CE,Goiânia,Pinheiros,WhatsApp,2020-11-15,1,True
51860,CLI0051860,Ana Silva,Feminino,55-64,4 a 8 SM,SP,Recife,Vila Mariana,Loja Física,2020-11-26,1,True
51861,CLI0051861,Bruno Souza,Masculino,65+,8 a 12 SM,RJ,Fortaleza,Santana,App,2020-12-07,1,True
51862,CLI0051862,Carlos Oliveira,Feminino,65+,12 a 20 SM,MG,Santos,Ipiranga,Site,2020-12-18,1,True
51863,CLI0051863,Daniela Santos,Masculino,18-24,20+ SM,PR,Ribeirão Preto,Butantã,WhatsApp,2020-12-29,1,True
51864,CLI0051864,Eduardo Pereira,Feminino,25-34,Até 2 SM,SC,São Paulo,Lapa,Loja Física,2021-01-09,1,True
51865,CLI0051865,Fernanda Lima,Masculino,35-44,2 a 4 SM,RS,Rio de Janeiro,Liberdade,App,2021-01-20,0,0
51866,CLI0051866,Gabriel Costa,Feminino,45-54,4 a 8 SM,BA,Belo Horizonte,Saúde,Site,2021-01-31,1,True
51867,CLI0051867,Helena Almeida,Masculino,55-64,8 a 12 SM,GO,Campinas,Morumbi,WhatsApp,2021-02-11,1,True
51868,CLI0051868,Igor Ribeiro,Feminino,65+,12 a 20 SM,PE,Curitiba,Perdizes,Loja Física,2021-02-22,1,True
51869,CLI0051869,Juliana Carvalho,Masculino,65+,20+ SM,CE,Porto Alegre,Bela Vista,App,2021-03-05,1,True
51870,CLI0051870,Karina Gomes,Feminino,18-24,Até 2 SM,SP,Salvador,Centro,Site,2021-03-16,1,True
51871,CLI0051871,Lucas Martins,Masculino,25-34,2 a 4 SM,RJ,Goiânia,Jardins,WhatsApp,2021-03-27,1,True
51872,CLI0051872,Mariana Rocha,Feminino,35-44,4 a 8 SM,MG,Recife,Moema,Loja Física,2021-04-07,1,True
51873,CLI0051873,Nicolas Dias,Masculino,45-54,8 a 12 SM,PR,Fortaleza,Tatuapé,App,2021-04-18,1,True
51874,CLI0051874,Patrícia Araujo,Feminino,55-64,12 a 20 SM,SC,Santos,Pinheiros,Site,2021-04-29,1,True
51875,CLI0051875,Rafael Barbosa,Masculino,65+,20+ SM,RS,Ribeirão Preto,Vila Mariana,WhatsApp,2021-05-10,1,True
51876,CLI0051876,Sabrina Moura,Feminino,65+,Até 2 SM,BA,São Paulo,Santana,Loja Física,2021-05-21,1,True
51877,CLI0051877,Thiago Freitas,Masculino,18-24,2 a 4 SM,GO,Rio de Janeiro,Ipiranga,App,2021-06-01,1,True
51878,CLI0051878,Vanessa Mendes,Feminino,25-34,4 a 8 SM,PE,Belo Horizonte,Butantã,Site,2021-06-12,1,True
51879,CLI0051879,William Teixeira,Masculino,35-44,8 a 12 SM,CE,Campinas,Lapa,WhatsApp,2021-06-23,1,True
51880,CLI0051880,Ana Silva,Feminino,45-54,12 a 20 SM,SP,Curitiba,Liberdade,Loja Física,2021-07-04,1,True
51881,CLI0051881,Bruno Souza,Masculino,55-64,20+ SM,RJ,Porto Alegre,Saúde,App,2021-07-15,1,True
51882,CLI0051882,Carlos Oliveira,Feminino,65+,Até 2 SM,MG,Salvador,Morumbi,Site,2021-07-26,1,True
51883,CLI0051883,Daniela Santos,Masculino,65+,2 a 4 SM,PR,Goiânia,Perdizes,WhatsApp,2021-08-06,1,True
51884,CLI0051884,Eduardo Pereira,Feminino,18-24,4 a 8 SM,SC,Recife,Bela Vista,Loja Física,2021-08-17,1,True
51885,CLI0051885,Fernanda Lima,Masculino,25-34,8 a 12 SM,RS,Fortaleza,Centro,App,2021-08-28,1,True
51886,CLI0051886,Gabriel Costa,Feminino,35-44,12 a 20 SM,BA,Santos,Jardins,Site,2021-09-08,1,True
51887,CLI0051887,Helena Almeida,Masculino,45-54,20+ SM,GO,Ribeirão Preto,Moema,WhatsApp,2021-09-19,1,True
51888,CLI0051888,Igor Ribeiro,Feminino,55-64,Até 2 SM,PE,São Paulo,Tatuapé,Loja Física,2021-09-30,0,0
51889,CLI0051889,Juliana Carvalho,Masculino,65+,2 a 4 SM,CE,Rio de Janeiro,Pinheiros,App,2021-10-11,1,True
51890,CLI0051890,Karina Gomes,Feminino,65+,4 a 8 SM,SP,Belo Horizonte,Vila Mariana,Site,2021-10-22,1,True
51891,CLI0051891,Lucas Martins,Masculino,18-24,8 a 12 SM,RJ,Campinas,Santana,WhatsApp,2021-11-02,1,True
51892,CLI0051892,Mariana Rocha,Feminino,25-34,12 a 20 SM,MG,Curitiba,Ipiranga,Loja Física,2021-11-13,1,True
